Unnamed: 0,key,read_or_not
148,76561197963167243,1
149,76561197963172715,1
150,76561197963180762,1
151,76561197963195406,1
152,76561197963205468,1
153,76561197963272643,1
154,76561197963293972,1
155,76561197963299835,1
156,76561197963320722,1
157,76561197963347720,1
158,76561197963403593,1
159,76561197963408936,1
160,76561197963429308,1
161,76561197963444268,1
162,76561197963494033,1
163,76561197963495304,1
164,76561197963517016,1
165,76561197963521396,1
166,76561197963571954,1
167,76561197963698700,1
168,76561197963704780,1
169,76561197963756224,1
170,76561197963757745,1
171,76561197963766635,1
172,76561197963771957,1
173,76561197963779410,1
174,76561197963786726,1
175,76561197963787722,1
176,76561197963796166,1
177,76561197963838408,1
178,76561197963852853,1
179,76561197963857903,1
180,76561197963907194,1
181,76561197963915797,1
182,76561197963964682,1
183,76561197964002983,1
184,76561197964055205,1
185,76561197964124213,1
186,76561197964133269,1
187,76561197964178290,1
188,76561197964186879,1
189,76561197964246754,1
190,76561197964255821,1
191,76561197964295236,1
192,76561197964303457,1
193,76561197964305653,1
194,76561197964315717,1
195,76561197964332797,1
196,76561197964354324,1
197,76561197964372618,1
198,76561197964400843,1
199,76561197964429058,1
200,76561197964450812,1
201,76561197964498157,1
202,76561197964510349,1
203,76561197964544332,1
204,76561197964576934,1
205,76561197964582095,1
206,76561197964630687,1
207,76561197964642449,1
208,76561197964647974,1
209,76561197964734934,1
210,76561197964799474,1
211,76561197964833079,1
212,76561197964899198,1
213,76561197964932047,1
214,76561197964946667,1
215,76561197964950905,1
216,76561197964956359,1
217,76561197964979121,1
218,76561197965023665,1
219,76561197965042178,1
220,76561197965087458,1
221,76561197965116024,1
222,76561197965130130,1
223,76561197965183395,1
224,76561197965188942,1
225,76561197965212611,1
226,76561197965349648,1
227,76561197965387996,1
228,76561197965418683,1
229,76561197965427467,1
230,76561197965500906,1
231,76561197965563771,1
232,76561197965579903,1
233,76561197965623489,1
234,76561197965653204,1
235,76561197965724123,1
236,76561197965734507,1
237,76561197965905762,1
238,76561197965925193,1
239,76561197965956645,1
240,76561197965957020,1
241,76561197966012769,1
242,76561197966020852,1
243,76561197966025023,1
244,76561197966077505,1
245,76561197966110920,1
246,76561197966118235,1
247,76561197966123756,1
248,76561197966150511,1
249,76561197966202727,1
250,76561197966220863,1
251,76561197966368422,1
252,76561197966428703,1
253,76561197966574852,1
254,76561197966576832,1
255,76561197966633902,1
256,76561197966667980,1
257,76561197966668418,1
258,76561197966695590,1
259,76561197966708366,1
260,76561197966742798,1
261,76561197966759021,1
262,76561197966814183,1
263,76561197966859741,1
264,76561197966868565,1
265,76561197966879272,1
266,76561197966887453,1
267,76561197966901666,1
268,76561197966934532,1
269,76561197967011925,1
270,76561197967024194,1
271,76561197967027222,1
272,76561197967151898,1
273,76561197967161292,1
274,76561197967167096,1
275,76561197967168393,1
276,76561197967179097,1
277,76561197967196344,1
278,76561197967239047,1
279,76561197967256034,1
280,76561197967278623,1
281,76561197967292421,1
282,76561197967313004,1
283,76561197967365192,1
284,76561197967398913,1
285,76561197967419123,1
286,76561197967437316,1
287,76561197967440289,1
288,76561197967466825,1
289,76561197967505815,1
290,76561197967515143,1
291,76561197967532721,1
292,76561197967537783,1
293,76561197967549232,1
294,76561197967587784,1
295,76561197967601121,1
296,76561197967601610,1
297,76561197967602287,1
298,76561197967613018,1
299,76561197967692603,1
300,76561197967692882,1
301,76561197967703885,1
302,76561197967715615,1
303,76561197967736055,1
304,76561197967809622,1
305,76561197967835368,1
306,76561197967844925,1
307,76561197967853173,1
308,76561197967856005,1
309,76561197967858394,1
310,76561197967893362,1
311,76561197967938248,1
312,76561197968010501,1
313,76561197968012785,1
314,76561197968024695,1
315,76561197968027713,1
316,76561197968112026,1
317,76561197968115834,1
318,76561197968117405,1
319,76561197968135821,1
320,76561197968211154,1
321,76561197968213557,1
322,76561197968293339,1
323,76561197968294017,1
324,76561197968322633,1
325,76561197968353557,1
326,76561197968354172,1
327,76561197968384114,1
328,76561197968386565,1
329,76561197968469769,1
330,76561197968525314,1
331,76561197968560912,1
332,76561197968600270,1
333,76561197968697315,1
334,76561197968697316,1
335,76561197968717773,1
336,76561197968722497,1
337,76561197968920870,1
338,76561197968925797,1
339,76561197968940631,1
340,76561197968943352,1
341,76561197969010788,1
342,76561197969035398,1
343,76561197969053076,1
344,76561197969082678,1
345,76561197969102566,1
346,76561197969147970,1
347,76561197969150084,1
348,76561197969152121,1
349,76561197969171776,1
350,76561197969196074,1
351,76561197969199118,1
352,76561197969218536,1
353,76561197969337562,1
354,76561197969340056,1
355,76561197969349852,1
356,76561197969361848,1
357,76561197969365657,1
358,76561197969366437,1
359,76561197969400257,1
360,76561197969451562,1
361,76561197969456283,1
362,76561197969487810,1
363,76561197969566169,1
364,76561197969585220,1
365,76561197969595401,1
366,76561197969631730,1
367,76561197969664977,1
368,76561197969724139,1
369,76561197969732125,1
370,76561197969733536,1
371,76561197969746887,1
372,76561197969780319,1
373,76561197969818478,1
374,76561197969839270,1
375,76561197969889313,1
376,76561197969909849,1
377,76561197969927416,1
378,76561197969972414,1
379,76561197970060920,1
380,76561197970078356,1
381,76561197970081484,1
382,76561197970086285,1
383,76561197970153782,1
384,76561197970179733,1
385,76561197970238511,1
386,76561197970275060,1
387,76561197970311382,1
388,76561197970316965,1
389,76561197970339199,1
390,76561197970367177,1
391,76561197970418999,1
392,76561197970472463,1
393,76561197970474030,1
394,76561197970486639,1
395,76561197970504538,1
396,76561197970505462,1
397,76561197970509590,1
398,76561197970516226,1
399,76561197970524547,1
400,76561197970558757,1
401,76561197970561288,1
402,76561197970570103,1
403,76561197970570700,1
404,76561197970571695,1
405,76561197970572119,1
406,76561197970577726,1
407,76561197970610489,1
408,76561197970648642,1
409,76561197970655718,1
410,76561197970673308,1
411,76561197970676842,1
412,76561197970688601,1
413,76561197970693243,1
414,76561197970721334,1
415,76561197970726068,1
416,76561197970755889,1
417,76561197970762958,1
418,76561197970785684,1
419,76561197970825397,1
420,76561197970854838,1
421,76561197970859857,1
422,76561197970875822,1
423,76561197970905476,1
424,76561197970918513,1
425,76561197970957154,1
426,76561197970967551,1
427,76561197970969418,1
428,76561197970988007,1
429,76561197970997483,1
430,76561197971019308,1
431,76561197971035517,1
432,76561197971048861,1
433,76561197971050237,1
434,76561197971063140,1
435,76561197971079613,1
436,76561197971094686,1
437,76561197971140730,1
438,76561197971182880,1
439,76561197971212019,1
440,76561197971218528,1
441,76561197971239588,1
442,76561197971241588,1
443,76561197971285739,1
444,76561197971298628,1
445,76561197971299054,1
446,76561197971330821,1
447,76561197971331696,1
448,76561197971368286,1
449,76561197971373355,1
450,76561197971373696,1
451,76561197971405924,1
452,76561197971521145,1
453,76561197971537970,1
454,76561197971540309,1
455,76561197971542444,1
456,76561197971569382,1
457,76561197971576881,1
458,76561197971637289,1
459,76561197971640767,1
460,76561197971646529,1
461,76561197971652366,1
462,76561197971733502,1
463,76561197971769896,1
464,76561197971808375,1
465,76561197971812930,1
466,76561197971820729,1
467,76561197971865342,1
468,76561197971875516,1
469,76561197971881880,1
470,76561197971885031,1
471,76561197971925569,1
472,76561197971926771,1
473,76561197971951199,1
474,76561197971952046,1
475,76561197972047358,1
476,76561197972066884,1
477,76561197972127577,1
478,76561197972138195,1
479,76561197972143330,1
480,76561197972145751,1
481,76561197972151586,1
482,76561197972180929,1
483,76561197972238649,1
484,76561197972242963,1
485,76561197972250896,1
486,76561197972252169,1
487,76561197972252481,1
488,76561197972268164,1
489,76561197972269679,1
490,76561197972280328,1
491,76561197972281144,1
492,76561197972293810,1
493,76561197972316028,1
494,76561197972331968,1
495,76561197972350399,1
496,76561197972409824,1
497,76561197972412279,1
498,76561197972421669,1
499,76561197972428339,1
500,76561197972459824,1
501,76561197972492127,1
502,76561197972511836,1
503,76561197972531868,1
504,76561197972541297,1
505,76561197972541333,1
506,76561197972562937,1
507,76561197972575841,1
508,76561197972585088,1
509,76561197972598247,1
510,76561197972604227,1
511,76561197972662016,1
512,76561197972671654,1
513,76561197972673339,1
514,76561197972675058,1
515,76561197972682231,1
516,76561197972709630,1
517,76561197972718927,1
518,76561197972728035,1
519,76561197972739094,1
520,76561197972741335,1
521,76561197972745167,1
522,76561197972750471,1
523,76561197972755111,1
524,76561197972756158,1
525,76561197972776936,1
526,76561197972779957,1
527,76561197972780936,1
528,76561197972864088,1
529,76561197972927684,1
530,76561197972987214,1
531,76561197973001683,1
532,76561197973038306,1
533,76561197973062254,1
534,76561197973093887,1
535,76561197973128395,1
536,76561197973155285,1
537,76561197973159860,1
538,76561197973183891,1
539,76561197973189226,1
540,76561197973200072,1
541,76561197973216287,1
542,76561197973220684,1
543,76561197973252905,1
544,76561197973263357,1
545,76561197973264230,1
546,76561197973278782,1
547,76561197973293017,1
548,76561197973300790,1
549,76561197973391010,1
550,76561197973411213,1
551,76561197973448484,1
552,76561197973457294,1
553,76561197973469078,1
554,76561197973488154,1
555,76561197973490995,1
556,76561197973531267,1
557,76561197973551825,1
558,76561197973667233,1
559,76561197973685238,1
560,76561197973691328,1
561,76561197973713929,1
562,76561197973768389,1
563,76561197973791540,1
564,76561197973799427,1
565,76561197973847907,1
566,76561197973867792,1
567,76561197973893358,1
568,76561197973895957,1
569,76561197973901284,1
570,76561197973929991,1
571,76561197973967446,1
572,76561197974021004,1
573,76561197974035873,1
574,76561197974037058,1
575,76561197974132298,1
576,76561197974173307,1
577,76561197974175135,1
578,76561197974178089,1
579,76561197974208109,1
580,76561197974213856,1
581,76561197974255302,1
582,76561197974259212,1
583,76561197974269384,1
584,76561197974280022,1
585,76561197974299297,1
586,76561197974313402,1
587,76561197974346216,1
588,76561197974377920,1
589,76561197974396931,1
590,76561197974410439,1
591,76561197974448339,1
592,76561197974470492,1
593,76561197974499908,1
594,76561197974537295,1
595,76561197974542320,1
596,76561197974555031,1
597,76561197974579877,1
598,76561197974583391,1
599,76561197974683008,1
600,76561197974699597,1
601,76561197974789522,1
602,76561197974811604,1
603,76561197974830745,1
604,76561197974855305,1
605,76561197974862126,1
606,76561197974877405,1
607,76561197974884663,1
608,76561197974932686,1
609,76561197974951638,1
610,76561197974951804,1
611,76561197974965472,1
612,76561197975004291,1
613,76561197975063994,1
614,76561197975128048,1
615,76561197975160648,1
616,76561197975214869,1
617,76561197975227989,1
618,76561197975318624,1
619,76561197975332872,1
620,76561197975362026,1
621,76561197975373832,1
622,76561197975402731,1
623,76561197975417844,1
624,76561197975434497,1
625,76561197975596443,1
626,76561197975606678,1
627,76561197975646834,1
628,76561197975683635,1
629,76561197975693401,1
630,76561197975695913,1
631,76561197975698504,1
632,76561197975700943,1
633,76561197975716149,1
634,76561197975721558,1
635,76561197975743071,1
636,76561197975749965,1
637,76561197975757528,1
638,76561197975764287,1
639,76561197975846859,1
640,76561197975877650,1
641,76561197975908542,1
642,76561197975926925,1
643,76561197975980910,1
644,76561197976005220,1
645,76561197976007429,1
646,76561197976014842,1
647,76561197976020144,1
648,76561197976037637,1
649,76561197976131712,1
650,76561197976139094,1
651,76561197976153557,1
652,76561197976156602,1
653,76561197976210702,1
654,76561197976219737,1
655,76561197976233515,1
656,76561197976234688,1
657,76561197976266044,1
658,76561197976271694,1
659,76561197976272039,1
660,76561197976287026,1
661,76561197976313250,1
662,76561197976326358,1
663,76561197976360259,1
664,76561197976385089,1
665,76561197976394349,1
666,76561197976406992,1
667,76561197976408928,1
668,76561197976477848,1
669,76561197976585861,1
670,76561197976593173,1
671,76561197976651527,1
672,76561197976697278,1
673,76561197976705101,1
674,76561197976731895,1
675,76561197976765865,1
676,76561197976780982,1
677,76561197976783885,1
678,76561197976797893,1
679,76561197976817998,1
680,76561197976832685,1
681,76561197976870303,1
682,76561197976870333,1
683,76561197976884110,1
684,76561197976938290,1
685,76561197976972119,1
686,76561197976972539,1
687,76561197976989559,1
688,76561197977003048,1
689,76561197977008898,1
690,76561197977075685,1
691,76561197977087029,1
692,76561197977088451,1
693,76561197977092479,1
694,76561197977141603,1
695,76561197977168144,1
696,76561197977233971,1
697,76561197977234197,1
698,76561197977246624,1
699,76561197977274034,1
700,76561197977306827,1
701,76561197977339527,1
702,76561197977372136,1
703,76561197977395369,1
704,76561197977397249,1
705,76561197977405619,1
706,76561197977417888,1
707,76561197977456490,1
708,76561197977461422,1
709,76561197977502143,1
710,76561197977508924,1
711,76561197977517052,1
712,76561197977534305,1
713,76561197977557962,1
714,76561197977564340,1
715,76561197977566503,1
716,76561197977571349,1
717,76561197977678745,1
718,76561197977695900,1
719,76561197977708783,1
720,76561197977716088,1
721,76561197977719195,1
722,76561197977733867,1
723,76561197977827073,1
724,76561197977857112,1
725,76561197977860649,1
726,76561197977883847,1
727,76561197977886656,1
728,76561197977909446,1
729,76561197977997582,1
730,76561197978029594,1
731,76561197978055141,1
732,76561197978066022,1
733,76561197978085479,1
734,76561197978119274,1
735,76561197978124899,1
736,76561197978148685,1
737,76561197978160213,1
738,76561197978180211,1
739,76561197978182200,1
740,76561197978221674,1
741,76561197978237618,1
742,76561197978254858,1
743,76561197978272563,1
744,76561197978295548,1
745,76561197978361714,1
746,76561197978372741,1
747,76561197978417322,1
748,76561197978469069,1
749,76561197978486481,1
750,76561197978496778,1
751,76561197978508860,1
752,76561197978531992,1
753,76561197978556002,1
754,76561197978564408,1
755,76561197978619793,1
756,76561197978620553,1
757,76561197978650488,1
758,76561197978662274,1
759,76561197978721434,1
760,76561197978770321,1
761,76561197978796003,1
762,76561197978871968,1
763,76561197978920652,1
764,76561197979004655,1
765,76561197979039330,1
766,76561197979065072,1
767,76561197979100355,1
768,76561197979118348,1
769,76561197979131025,1
770,76561197979157127,1
771,76561197979188948,1
772,76561197979223423,1
773,76561197979244122,1
774,76561197979247762,1
775,76561197979293170,1
776,76561197979308842,1
777,76561197979357660,1
778,76561197979360824,1
779,76561197979364474,1
780,76561197979376863,1
781,76561197979379562,1
782,76561197979457401,1
783,76561197979460041,1
784,76561197979484583,1
785,76561197979489152,1
786,76561197979500684,1
787,76561197979525702,1
788,76561197979543795,1
789,76561197979544193,1
790,76561197979555084,1
791,76561197979555777,1
792,76561197979616409,1
793,76561197979656222,1
794,76561197979678069,1
795,76561197979687005,1
796,76561197979729678,1
797,76561197979738982,1
798,76561197979741612,1
799,76561197979797605,1
800,76561197979811348,1
801,76561197979813795,1
802,76561197979845054,1
803,76561197979852923,1
804,76561197979866216,1
805,76561197979867510,1
806,76561197979867704,1
807,76561197979896595,1
808,76561197979917153,1
809,76561197979921511,1
810,76561197979930546,1
811,76561197979933864,1
812,76561197979935904,1
813,76561197979938404,1
814,76561197979940803,1
815,76561197979944365,1
816,76561197979949526,1
817,76561197979950118,1
818,76561197979951170,1
819,76561197979953416,1
820,76561197979962491,1
821,76561197979967144,1
822,76561197979984350,1
823,76561197980005970,1
824,76561197980018146,1
825,76561197980020862,1
826,76561197980028673,1
827,76561197980043000,1
828,76561197980056439,1
829,76561197980072226,1
830,76561197980077215,1
831,76561197980117773,1
832,76561197980147770,1
833,76561197980148835,1
834,76561197980149975,1
835,76561197980151971,1
836,76561197980198305,1
837,76561197980203148,1
838,76561197980204934,1
839,76561197980210352,1
840,76561197980222833,1
841,76561197980228836,1
842,76561197980244105,1
843,76561197980249576,1
844,76561197980270103,1
845,76561197980288833,1
846,76561197980309800,1
847,76561197980326430,1
848,76561197980388994,1
849,76561197980414442,1
850,76561197980422418,1
851,76561197980431103,1
852,76561197980433677,1
853,76561197980537241,1
854,76561197980540818,1
855,76561197980579407,1
856,76561197980618528,1
857,76561197980626530,1
858,76561197980635645,1
859,76561197980668863,1
860,76561197980670149,1
861,76561197980692377,1
862,76561197980723298,1
863,76561197980738563,1
864,76561197980741466,1
865,76561197980792596,1
866,76561197980792984,1
867,76561197980816131,1
868,76561197980844627,1
869,76561197980854589,1
870,76561197980857761,1
871,76561197980878650,1
872,76561197980883157,1
873,76561197980887738,1
874,76561197980915249,1
875,76561197980992863,1
876,76561197981014541,1
877,76561197981029360,1
878,76561197981032273,1
879,76561197981034746,1
880,76561197981039343,1
881,76561197981085111,1
882,76561197981094829,1
883,76561197981114332,1
884,76561197981117759,1
885,76561197981126098,1
886,76561197981134230,1
887,76561197981161930,1
888,76561197981164583,1
889,76561197981167834,1
890,76561197981185052,1
891,76561197981191120,1
892,76561197981196989,1
893,76561197981207971,1
894,76561197981224418,1
895,76561197981250677,1
896,76561197981269435,1
897,76561197981287765,1
898,76561197981333316,1
899,76561197981346129,1
900,76561197981357389,1
901,76561197981366695,1
902,76561197981367057,1
903,76561197981393484,1
904,76561197981411170,1
905,76561197981411977,1
906,76561197981434408,1
907,76561197981449356,1
908,76561197981455374,1
909,76561197981526108,1
910,76561197981559342,1
911,76561197981578748,1
912,76561197981580224,1
913,76561197981600058,1
914,76561197981611158,1
915,76561197981657499,1
916,76561197981672027,1
917,76561197981672273,1
918,76561197981678769,1
919,76561197981688202,1
920,76561197981691151,1
921,76561197981693995,1
922,76561197981701186,1
923,76561197981724573,1
924,76561197981735857,1
925,76561197981756219,1
926,76561197981768731,1
927,76561197981772984,1
928,76561197981785295,1
929,76561197981787538,1
930,76561197981789364,1
931,76561197981836992,1
932,76561197981862262,1
933,76561197981905189,1
934,76561197981909845,1
935,76561197981910225,1
936,76561197981913671,1
937,76561197981913738,1
938,76561197981932218,1
939,76561197981948430,1
940,76561197981958830,1
941,76561197981986699,1
942,76561197981987019,1
943,76561197982007686,1
944,76561197982033490,1
945,76561197982037544,1
946,76561197982038523,1
947,76561197982040414,1
948,76561197982059737,1
949,76561197982066422,1
950,76561197982102596,1
951,76561197982120282,1
952,76561197982121996,1
953,76561197982128596,1
954,76561197982160853,1
955,76561197982176634,1
956,76561197982199822,1
957,76561197982233666,1
958,76561197982240245,1
959,76561197982240439,1
960,76561197982255201,1
961,76561197982276873,1
962,76561197982292255,1
963,76561197982301355,1
964,76561197982319114,1
965,76561197982320120,1
966,76561197982384274,1
967,76561197982405326,1
968,76561197982438638,1
969,76561197982456620,1
970,76561197982507637,1
971,76561197982512439,1
972,76561197982521603,1
973,76561197982535307,1
974,76561197982551977,1
975,76561197982568478,1
976,76561197982572084,1
977,76561197982572611,1
978,76561197982587698,1
979,76561197982604758,1
980,76561197982612695,1
981,76561197982622859,1
982,76561197982635428,1
983,76561197982668205,1
984,76561197982675073,1
985,76561197982678484,1
986,76561197982694268,1
987,76561197982705413,1
988,76561197982707271,1
989,76561197982738108,1
990,76561197982768494,1
991,76561197982768973,1
992,76561197982820210,1
993,76561197982825674,1
994,76561197982863667,1
995,76561197982881847,1
996,76561197982897801,1
997,76561197982918920,1
998,76561197982942413,1
999,76561197982978929,1
1000,76561197982982312,1
1001,76561197982998782,1
1002,76561197983018097,1
1003,76561197983021999,1
1004,76561197983027843,1
1005,76561197983039950,1
1006,76561197983064779,1
1007,76561197983084202,1
1008,76561197983085594,1
1009,76561197983091177,1
1010,76561197983177833,1
1011,76561197983184643,1
1012,76561197983186276,1
1013,76561197983190138,1
1014,76561197983201815,1
1015,76561197983218071,1
1016,76561197983221601,1
1017,76561197983247836,1
1018,76561197983261956,1
1019,76561197983283436,1
1020,76561197983337552,1
1021,76561197983355961,1
1022,76561197983407958,1
1023,76561197983450204,1
1024,76561197983477013,1
1025,76561197983481933,1
1026,76561197983502028,1
1027,76561197983520150,1
1028,76561197983526304,1
1029,76561197983581144,1
1030,76561197983581680,1
1031,76561197983603163,1
1032,76561197983636904,1
1033,76561197983637810,1
1034,76561197983660333,1
1035,76561197983665753,1
1036,76561197983692919,1
1037,76561197983707871,1
1038,76561197983724960,1
1039,76561197983764827,1
1040,76561197983794455,1
1041,76561197983799607,1
1042,76561197983809202,1
1043,76561197983817093,1
1044,76561197983817155,1
1045,76561197983821896,1
1046,76561197983868659,1
1047,76561197983873951,1
1048,76561197983875099,1
1049,76561197983876380,1
1050,76561197983884078,1
1051,76561197983894709,1
1052,76561197983906439,1
1053,76561197983922105,1
1054,76561197983981638,1
1055,76561197984011378,1
1056,76561197984047460,1
1057,76561197984095635,1
1058,76561197984126785,1
1059,76561197984200671,1
1060,76561197984251689,1
1061,76561197984279021,1
1062,76561197984341156,1
1063,76561197984361247,1
1064,76561197984362869,1
1065,76561197984396536,1
1066,76561197984413360,1
1067,76561197984414624,1
1068,76561197984417106,1
1069,76561197984420844,1
1070,76561197984421489,1
1071,76561197984424797,1
1072,76561197984433692,1
1073,76561197984446425,1
1074,76561197984457432,1
1075,76561197984477792,1
1076,76561197984480179,1
1077,76561197984488079,1
1078,76561197984495187,1
1079,76561197984505907,1
1080,76561197984556971,1
1081,76561197984597043,1
1082,76561197984604542,1
1083,76561197984614233,1
1084,76561197984632457,1
1085,76561197984665570,1
1086,76561197984677598,1
1087,76561197984701386,1
1088,76561197984761070,1
1089,76561197984768666,1
1090,76561197984786475,1
1091,76561197984787974,1
1092,76561197984795479,1
1093,76561197984797370,1
1094,76561197984799709,1
1095,76561197984831898,1
1096,76561197984860744,1
1097,76561197984890803,1
1098,76561197984893799,1
1099,76561197984904383,1
1100,76561197984918032,1
1101,76561197984928849,1
1102,76561197984961456,1
1103,76561197984975864,1
1104,76561197985031920,1
1105,76561197985037717,1
1106,76561197985096189,1
1107,76561197985099328,1
1108,76561197985104315,1
1109,76561197985105839,1
1110,76561197985108444,1
1111,76561197985120402,1
1112,76561197985121398,1
1113,76561197985139487,1
1114,76561197985154984,1
1115,76561197985172807,1
1116,76561197985181122,1
1117,76561197985201394,1
1118,76561197985201419,1
1119,76561197985225678,1
1120,76561197985262214,1
1121,76561197985279097,1
1122,76561197985286833,1
1123,76561197985332978,1
1124,76561197985335493,1
1125,76561197985345337,1
1126,76561197985373589,1
1127,76561197985374336,1
1128,76561197985375363,1
1129,76561197985391774,1
1130,76561197985406998,1
1131,76561197985408475,1
1132,76561197985433569,1
1133,76561197985476420,1
1134,76561197985480039,1
1135,76561197985512838,1
1136,76561197985516208,1
1137,76561197985555961,1
1138,76561197985558863,1
1139,76561197985572159,1
1140,76561197985582209,1
1141,76561197985653449,1
1142,76561197985677008,1
1143,76561197985698038,1
1144,76561197985701535,1
1145,76561197985731807,1
1146,76561197985733689,1
1147,76561197985738352,1
1148,76561197985742053,1
1149,76561197985755789,1
1150,76561197985756649,1
1151,76561197985757168,1
1152,76561197985767755,1
1153,76561197985771828,1
1154,76561197985793560,1
1155,76561197985797609,1
1156,76561197985805245,1
1157,76561197985811808,1
1158,76561197985816487,1
1159,76561197985853508,1
1160,76561197985865016,1
1161,76561197985918413,1
1162,76561197985921032,1
1163,76561197985924719,1
1164,76561197985929339,1
1165,76561197985943680,1
1166,76561197985944496,1
1167,76561197985955737,1
1168,76561197985959377,1
1169,76561197985972620,1
1170,76561197985991551,1
1171,76561197986029977,1
1172,76561197986064481,1
1173,76561197986072814,1
1174,76561197986107127,1
1175,76561197986107865,1
1176,76561197986110003,1
1177,76561197986115507,1
1178,76561197986117289,1
1179,76561197986119514,1
1180,76561197986134542,1
1181,76561197986137214,1
1182,76561197986152140,1
1183,76561197986154498,1
1184,76561197986154982,1
1185,76561197986155430,1
1186,76561197986166994,1
1187,76561197986167500,1
1188,76561197986212190,1
1189,76561197986214699,1
1190,76561197986233506,1
1191,76561197986244265,1
1192,76561197986245985,1
1193,76561197986254794,1
1194,76561197986255046,1
1195,76561197986268470,1
1196,76561197986273676,1
1197,76561197986286614,1
1198,76561197986295941,1
1199,76561197986301224,1
1200,76561197986304136,1
1201,76561197986310170,1
1202,76561197986312915,1
1203,76561197986317296,1
1204,76561197986323220,1
1205,76561197986323642,1
1206,76561197986352217,1
1207,76561197986367330,1
1208,76561197986371702,1
1209,76561197986390637,1
1210,76561197986404619,1
1211,76561197986413785,1
1212,76561197986447111,1
1213,76561197986454935,1
1214,76561197986466570,1
1215,76561197986468258,1
1216,76561197986471002,1
1217,76561197986475018,1
1218,76561197986492251,1
1219,76561197986556429,1
1220,76561197986557819,1
1221,76561197986558363,1
1222,76561197986559018,1
1223,76561197986562934,1
1224,76561197986566659,1
1225,76561197986601691,1
1226,76561197986605983,1
1227,76561197986625405,1
1228,76561197986636616,1
1229,76561197986691894,1
1230,76561197986705102,1
1231,76561197986740383,1
1232,76561197986746819,1
1233,76561197986751950,1
1234,76561197986779444,1
1235,76561197986784730,1
1236,76561197986800149,1
1237,76561197986804055,1
1238,76561197986814566,1
1239,76561197986822363,1
1240,76561197986863715,1
1241,76561197986865836,1
1242,76561197986866465,1
1243,76561197986875995,1
1244,76561197986898950,1
1245,76561197986903500,1
1246,76561197986908706,1
